key	lemma	part_of_speech	parsing	definition	strongs	alternates
αερος	ἀήρ	noun	genitive singular masculine	air	G109	
αετοι	ἀετός	noun	nominative plural masculine	an eagle, bird of prey	G105	
αετου	ἀετός	noun	genitive singular masculine	an eagle, bird of prey	G105	
αετω	ἀετός	noun	dative singular masculine	an eagle, bird of prey	G105	
αζυμα	ἄζυμος	adjective	nominative plural neuter	unleavened, the paschal feast, uncorrupted	G106	
αζυμοι	ἄζυμος	adjective	nominative plural masculine	unleavened, the paschal feast, uncorrupted	G106	
αζυμοις	ἄζυμος	adjective	dative plural neuter	unleavened, the paschal feast, uncorrupted	G106	
αζυμων	ἄζυμος	adjective	genitive plural neuter	unleavened, the paschal feast, uncorrupted	G106	
αζωρ	Ἀζώρ	noun	accusative singular masculine	Azor	G107	Ἀζώρ|noun|nominative singular masculine
αζωτον	Ἄζωτος	noun	accusative singular feminine	Azotus, Ashdod	G108	
αηρ	ἀήρ	noun	nominative singular masculine	air	G109	
αθανασιαν	ἀθανασία	noun	accusative singular feminine	immortality	G110	
αθεμιτοις	ἀθέμιτος	adjective	dative plural feminine	illegal, unlawful	G111	
αθεμιτον	ἀθέμιτος	adjective	nominative singular neuter	illegal, unlawful	G111	
αθεοι	ἄθεος	adjective	nominative plural masculine	godless	G112	
αθεσμων	ἄθεσμος	adjective	genitive plural masculine	lawless	G113	
αθετει	ἀθετέω	verb	present active indicative, 3rd person singular	I annul	G114	
αθετειτε	ἀθετέω	verb	present active indicative, 2nd person plural	I annul	G114	
αθετησαι	ἀθετέω	verb	aorist active infinitive	I annul	G114	
αθετησας	ἀθετέω	verb	aorist active participle, nominative singular masculine	I annul	G114	
αθετησιν	ἀθέτησις	noun	accusative singular feminine	nullification, abrogation	G115	
αθετησις	ἀθέτησις	noun	nominative singular feminine	nullification, abrogation	G115	
αθετησω	ἀθετέω	verb	future active indicative, 1st person singular	I annul	G114	
αθετουσιν	ἀθετέω	verb	present active indicative, 3rd person plural	I annul	G114	
αθετω	ἀθετέω	verb	present active indicative, 1st person singular	I annul	G114	
αθετων	ἀθετέω	verb	present active participle, nominative singular masculine	I annul	G114	
αθηναιοι	Ἀθηναῖος	adjective	nominative plural masculine	Athenian	G117	Ἀθηναῖος|adjective|vocative plural masculine
αθηναις	Ἀθῆναι	noun	dative plural feminine	Athens	G116	
αθηνων	Ἀθῆναι	noun	genitive plural feminine	Athens	G116	
αθλη	ἀθλέω	verb	present active subjunctive, 3rd person singular	I compete	G118	
αθληση	ἀθλέω	verb	aorist active subjunctive, 3rd person singular	I compete	G118	
αθλησιν	ἄθλησις	noun	accusative singular feminine	a contest	G119	
αθυμωσιν	ἀθυμέω	verb	present active subjunctive, 3rd person plural	I lose heart	G120	
αθωον	ἀθῷος	adjective	accusative singular neuter	guiltless	G121	
αθωος	ἀθῷος	adjective	nominative singular masculine	guiltless	G121	
αι	ὁ	article	nominative plural feminine	the	G3588	ὅς|relative pronoun|nominative plural feminine
αιγειοις	αἴγειος	adjective	dative plural neuter	of a goat	G122	
αιγιαλον	αἰγιαλός	noun	accusative singular masculine	sea-coast, beach	G123	
αιγυπτιοι	Αἰγύπτιος	adjective	nominative plural masculine	Egyptian	G124	
αιγυπτιον	Αἰγύπτιος	adjective	accusative singular masculine	Egyptian	G124	
αιγυπτιος	Αἰγύπτιος	adjective	nominative singular masculine	Egyptian	G124	
αιγυπτιων	Αἰγύπτιος	adjective	genitive plural masculine	Egyptian	G124	
αιγυπτον	Αἴγυπτος	noun	accusative singular feminine	Egypt	G125	
αιγυπτος	Αἴγυπτος	noun	nominative singular feminine	Egypt	G125	
αιγυπτου	Αἴγυπτος	noun	genitive singular feminine	Egypt	G125	
αιγυπτω	Αἴγυπτος	noun	dative singular feminine	Egypt	G125	
αιδιοις	ἀΐδιος	adjective	dative plural masculine	eternal	G126	
αιδιος	ἀΐδιος	adjective	nominative singular feminine	eternal	G126	
αιδους	αἰδώς	noun	genitive singular feminine	shame, modesty	G127	
αιθιοπων	Αἰθίοψ	noun	genitive plural masculine	an Ethiopian	G128	
αιθιοψ	Αἰθίοψ	noun	nominative singular masculine	an Ethiopian	G128	
αιμα	αἷμα	noun	nominative singular neuter	blood	G129	αἷμα|noun|accusative singular neuter
αιματεκχυσιας	αἱματεκχυσία	noun	genitive singular feminine	a shedding or pouring forth of blood	G130	
αιματι	αἷμα	noun	dative singular neuter	blood	G129	
αιματος	αἷμα	noun	genitive singular neuter	blood	G129	
αιματων	αἷμα	noun	genitive plural neuter	blood	G129	
αιμορροουσα	αἱμορροέω	verb	present active participle, nominative singular feminine			
αινεα	Αἰνέας	noun	vocative singular masculine	Aeneas	G132	
αινεαν	Αἰνέας	noun	accusative singular masculine	Aeneas	G132	
αινειν	αἰνέω	verb	present active infinitive	I praise	G134	
αινειτε	αἰνέω	verb	present active imperative, 2nd person plural	I praise	G134	
αινεσεως	αἴνεσις	noun	genitive singular feminine	praise	G133	
αινιγματι	αἴνιγμα	noun	dative singular neuter	a riddle, an enigma	G135	
αινον	αἶνος	noun	accusative singular masculine	praise	G136	
αινουντα	αἰνέω	verb	present active participle, accusative singular masculine	I praise	G134	
αινουντες	αἰνέω	verb	present active participle, nominative plural masculine	I praise	G134	
αινουντων	αἰνέω	verb	present active participle, genitive plural masculine	I praise	G134	
αινων	Αἰνών	noun	dative singular feminine	Aenon	G137	αἰνέω|verb|present active participle, nominative singular masculine
αιρε	αἴρω	verb	present active imperative, 2nd person singular	I raise, lift up	G142	
αιρει	αἴρω	verb	present active indicative, 3rd person singular	I raise, lift up	G142	
αιρεις	αἴρω	verb	present active indicative, 2nd person singular	I raise, lift up	G142	
αιρεσεις	αἵρεσις	noun	accusative plural feminine	a self-chosen opinion, a sect	G139	αἵρεσις|noun|nominative plural feminine
αιρεσεως	αἵρεσις	noun	genitive singular feminine	a self-chosen opinion, a sect	G139	
αιρεσιν	αἵρεσις	noun	accusative singular feminine	a self-chosen opinion, a sect	G139	
αιρεσις	αἵρεσις	noun	nominative singular feminine	a self-chosen opinion, a sect	G139	
αιρεται	αἴρω	verb	present passive indicative, 3rd person singular	I raise, lift up	G142	
αιρετε	αἴρω	verb	present active imperative, 2nd person plural	I raise, lift up	G142	
αιρετικον	αἱρετικός	adjective	accusative singular masculine	factious	G141	
αιρησομαι	αἱρέομαι	verb	future middle indicative, 1st person singular	I choose, prefer	G138	
αιρομενον	αἴρω	verb	present passive participle, accusative singular masculine	I raise, lift up	G142	
αιροντος	αἴρω	verb	present active participle, genitive singular masculine	I raise, lift up	G142	
αιρων	αἴρω	verb	present active participle, nominative singular masculine	I raise, lift up	G142	
αιρωσιν	αἴρω	verb	present active subjunctive, 3rd person plural	I raise, lift up	G142	
αις	ὅς	relative pronoun	dative plural feminine	who, which, what, that	G3739	
αισθησει	αἴσθησις	noun	dative singular feminine	perception	G144	
αισθητηρια	αἰσθητήριον	noun	accusative plural neuter	perceptive faculty	G145	
αισθωνται	αἰσθάνομαι	verb	aorist middle subjunctive, 3rd person plural	I perceive	G143	
αισχροκερδεις	αἰσχροκερδής	adjective	accusative plural masculine	greedy	G146	
αισχροκερδη	αἰσχροκερδής	adjective	accusative singular masculine	greedy	G146	
αισχροκερδως	αἰσχροκερδῶς	adverb	adverb	greedily	G147	
αισχρολογιαν	αἰσχρολογία	noun	accusative singular feminine	filthy speech	G148	
αισχρον	αἰσχρός	adjective	nominative singular neuter	base, disgraceful	G150	
αισχροτης	αἰσχρότης	noun	nominative singular feminine	obscenity, indecency, baseness	G151	
αισχρου	αἰσχρός	adjective	genitive singular neuter	base, disgraceful	G150	
αισχυνας	αἰσχύνη	noun	accusative plural feminine	shame	G152	
αισχυνεσθω	αἰσχύνομαι	verb	present middle imperative, 3rd person singular	I am ashamed, am put to shame	G153	
αισχυνη	αἰσχύνη	noun	dative singular feminine	shame	G152	αἰσχύνη|noun|nominative singular feminine
αισχυνης	αἰσχύνη	noun	genitive singular feminine	shame	G152	
αισχυνθησομαι	αἰσχύνομαι	verb	future passive indicative, 1st person singular	I am ashamed, am put to shame	G153	
αισχυνθωμεν	αἰσχύνομαι	verb	aorist passive subjunctive, 1st person plural	I am ashamed, am put to shame	G153	
αισχυνομαι	αἰσχύνομαι	verb	present middle indicative, 1st person singular	I am ashamed, am put to shame	G153	
αιτειν	αἰτέω	verb	present active infinitive	I ask, request, beg, petition	G154	
αιτεις	αἰτέω	verb	present active indicative, 2nd person singular	I ask, request, beg, petition	G154	
αιτεισθαι	αἰτέω	verb	present middle infinitive	I ask, request, beg, petition	G154	
αιτεισθε	αἰτέω	verb	present middle indicative, 2nd person plural	I ask, request, beg, petition	G154	
αιτειτε	αἰτέω	verb	present active imperative, 2nd person plural	I ask, request, beg, petition	G154	αἰτέω|verb|present active indicative, 2nd person plural
αιτειτω	αἰτέω	verb	present active imperative, 3rd person singular	I ask, request, beg, petition	G154	
αιτημα	αἴτημα	noun	accusative singular neuter	a petition, request	G155	
αιτηματα	αἴτημα	noun	accusative plural neuter	a petition, request	G155	αἴτημα|noun|nominative plural neuter
αιτησαι	αἰτέω	verb	aorist active infinitive	I ask, request, beg, petition	G154	
αιτησας	αἰτέω	verb	aorist active participle, nominative singular masculine	I ask, request, beg, petition	G154	
αιτησασθε	αἰτέω	verb	aorist middle imperative, 2nd person plural	I ask, request, beg, petition	G154	
αιτησει	αἰτέω	verb	future active indicative, 3rd person singular	I ask, request, beg, petition	G154	
αιτησεσθε	αἰτέω	verb	future middle indicative, 2nd person plural	I ask, request, beg, petition	G154	
αιτηση	αἰτέω	verb	aorist middle subjunctive, 2nd person singular	I ask, request, beg, petition	G154	
αιτησης	αἰτέω	verb	aorist active subjunctive, 2nd person singular	I ask, request, beg, petition	G154	
αιτησηται	αἰτέω	verb	aorist middle subjunctive, 3rd person singular	I ask, request, beg, petition	G154	
αιτησητε	αἰτέω	verb	aorist active subjunctive, 2nd person plural	I ask, request, beg, petition	G154	
αιτησον	αἰτέω	verb	aorist active imperative, 2nd person singular	I ask, request, beg, petition	G154	
αιτησουσιν	αἰτέω	verb	future active indicative, 3rd person plural	I ask, request, beg, petition	G154	
αιτησωμαι	αἰτέω	verb	aorist middle subjunctive, 1st person singular	I ask, request, beg, petition	G154	
αιτησωμεν	αἰτέω	verb	aorist active subjunctive, 1st person plural	I ask, request, beg, petition	G154	
αιτησωνται	αἰτέω	verb	aorist middle subjunctive, 3rd person plural	I ask, request, beg, petition	G154	
αιτια	αἰτία	noun	nominative singular feminine	a cause, reason, charge	G156	
αιτιαν	αἰτία	noun	accusative singular feminine	a cause, reason, charge	G156	
αιτιας	αἰτία	noun	accusative plural feminine	a cause, reason, charge	G156	αἰτία|noun|genitive singular feminine
αιτινες	ὅστις	relative pronoun	nominative plural feminine	whosoever, whichsoever, whatsoever	G3748	
αιτιον	αἴτιος	adjective	accusative singular neuter	the cause of, the originator of	G159	
αιτιος	αἴτιος	adjective	nominative singular masculine	the cause of, the originator of	G159	
αιτιου	αἴτιον	adjective	genitive singular neuter	cause, crime	G158	
αιτιωματα	αἰτίωμα	noun	accusative plural neuter			
